1	685.899	728.064
2	792.555	452.506
3	360.363	479.257
4	59.106	342.160
5	14.046	154.707
6	30.000	67.142
7	0	16.884
8	0	34.677
9	30.000	172.728
10	126.587	351.871
11	642.087	527.613
12	621.424	634.981
