0.3	0.06	0.354915629
0.4	0.06	0.427111998
0.5	0.06	0.499308367
0.6	0.06	0.571504737
0.7	0.06	0.643701106
0.8	0.06	0.715897475
0.9	0.06	0.788093845
1	0.06	0.860290214
1.1	0.06	0.932486584
1.2	0.06	1.004682953
1.3	0.06	1.076879322

0.3	0.08	0.401024469
0.4	0.08	0.473220838
0.5	0.08	0.545417208
0.6	0.08	0.617613577
0.7	0.08	0.689809946
0.8	0.08	0.762006316
0.9	0.08	0.834202685
1	0.08	0.906399054
1.1	0.08	0.978595424
1.2	0.08	1.050791793
1.3	0.08	1.122988162

0.3	0.1	0.447133309
0.4	0.1	0.519329678
0.5	0.1	0.591526048
0.6	0.1	0.663722417
0.7	0.1	0.735918787
0.8	0.1	0.808115156
0.9	0.1	0.880311525
1	0.1	0.952507895
1.1	0.1	1.024704264
1.2	0.1	1.096900633
1.3	0.1	1.169097003

0.3	0.12	0.493242149
0.4	0.12	0.565438519
0.5	0.12	0.637634888
0.6	0.12	0.709831257
0.7	0.12	0.782027627
0.8	0.12	0.854223996
0.9	0.12	0.926420365
1	0.12	0.998616735
1.1	0.12	1.070813104
1.2	0.12	1.143009474
1.3	0.12	1.215205843

0.3	0.14	0.539350989
0.4	0.14	0.611547359
0.5	0.14	0.683743728
0.6	0.14	0.755940098
0.7	0.14	0.828136467
0.8	0.14	0.900332836
0.9	0.14	0.972529206
1	0.14	1.044725575
1.1	0.14	1.116921944
1.2	0.14	1.189118314
1.3	0.14	1.261314683

0.3	0.16	0.58545983
0.4	0.16	0.657656199
0.5	0.16	0.729852568
0.6	0.16	0.802048938
0.7	0.16	0.874245307
0.8	0.16	0.946441676
0.9	0.16	1.018638046
1	0.16	1.090834415
1.1	0.16	1.163030785
1.2	0.16	1.235227154
1.3	0.16	1.307423523

0.3	0.18	0.63156867
0.4	0.18	0.703765039
0.5	0.18	0.775961409
0.6	0.18	0.848157778
0.7	0.18	0.920354147
0.8	0.18	0.992550517
0.9	0.18	1.064746886
1	0.18	1.136943255
1.1	0.18	1.209139625
1.2	0.18	1.281335994
1.3	0.18	1.353532363
