time	MetEireann	Belturbet	Clones
2685	6.2	7.125	7.2
2688	5	4.87	8.8
2691	8	7.356666667	9.6
2694	10	10.14333333	10.5
2697	7.7	10.075	8.6
2700	4.6	7.36	5.2
2703	1.4	4.431666667	4.1
2706	-0.5	3.171666667	4.1
2709	-1.3	2.355	6.1
2712	7	6.763333333	9.7
2715	7.6	8.6	11.9
2718	6.6	9.063333333	11.6
2721	4.5	8.491666667	9.5
2724	1.7	7.17	7.9
2727	-0.8	5.001666667	6.2
2730	-1.6	3.403333333	6.1
2733	0.8	1.551666667	6.6
2736	6.3	4.665	7
2739	4.8	7.718333333	7.7
2742	6.4	9.525	6.4
2745	4.3	10.42333333	5.4
2748	2.4	4.935	2
2751	1.8	3.661666667	0.6
2754	1	2.793333333	0.9
2757	0.8	1.873333333	3.5
2760	6	4.006666667	3.4
2763	7.3	7.883333333	5.4
2766	5.9	10.27166667	10.1
2769	6.2	8.115	10.2
2772	3.5	5.835	9.7
2775	3.7	4.721666667	9.3
2778	1.9	4.03	9.2
2781	1.8	2.691666667	9.5
2784	6.9	4.865	10.3
2787	9.2	9.855	10.7
2790	8.9	9.648333333	11.2
2793	6.4	10.02166667	10.9
2796	4.5	7.368333333	9.8
2799	5.4	6.466666667	9.6
2802	4.8	5.961666667	8.3
2805	4.2	4.978333333	8.5
2808	8.3	7.6	10.6
2811	10.4	11.25166667	11.1
2814	12.8	13.11	10.3
2817	11.4	14.38166667	7.2
2820	5.8	10.38333333	5.9
2823	3.1	6.548333333	7.2
2826	1.2	3.953333333	8.7
2829	0.8	2.966666667	9.8
2832	8.7	5.895	10.6
2835	9.8	10.76666667	10.6
2838	10.4	11.94333333	11.7
2841	8.2	11.21166667	9.5
2844	5.8	8.421666667	8.1
2847	3.7	6.116666667	7.3
2850	4.2	4.131666667	6.3
2853	5.5	4.896666667	7.7
2856	5.6	5.39	9.4
2859	6.5	5.801666667	11.5
2862	7.1	6.796666667	12
2865	7.1	7.09	11.5
2868	8.4	7.34	10.1
2871	8.9	8.623333333	8.7
2874	8.4	8.395	8.2
2877	8.1	7.88	8.9
2880	9.3	8.171666667	10.6
2883	14.2	11.66	10.6
2886	14.9	15.605	11.2
2889	12.6	13.55166667	10.2
2892	9.6	12.00166667	9.1
2895	8.7	9.498333333	8.2
2898	7.5	8.96	7.9
2901	6.9	7.323333333	9
2904	10.4	9.421666667	9.5
2907	12	13.11333333	11.6
2910	11.2	13.11833333	11.4
2913	12.3	13.82166667	10.1
2916	7.4	11.51	6
2919	7.1	8.376666667	3.8
2922	7.3	8.025	2.9
2925	6.8	7.186666667	6
2928	8.3	7.42	12.7
2931	7.3	8.636666667	12.5
2934	9.8	9.651666667	14.2
2937	8.5	10.565	13.1
2940	7.1	8.63	8.8
2943	6.4	6.826666667	6.8
2946	6.6	6.735	6.1
2949	6.8	7.068333333	7.6
2952	8.6	7.963333333	13
2955	9.5	9.331666667	15.6
2958	10.7	10.42333333	14.5
2961	9.5	11.62333333	12.5
2964	7.6	9.868333333	8.6
2967	4.9	7.543333333	6.6
2970	4.6	6.82	5.1
2973	4.3	6.518333333	8
2976	8.3	8.768333333	16.4
2979	10.2	11.17	15
2982	11.2	14.08	15.2
2985	11.3	14.31833333	14.5
2988	6.8	10.20333333	12.7
2991	6.3	7.308333333	10.8
2994	5.8	6.363333333	9.4
2997	6.4	5.958333333	10.1
3000	9.6	7.403333333	14.1
3003	9.6	10.11	15.2
3006	6.1	8.05	14.3
3009	6.5	6.963333333	9.8
3012	6.5	6.898333333	8.5
3015	6.5	6.73	7.8
3018	6.7	7.006666667	4.9
3021	7.2	7.161666667	6.7
3024	10.2	10.14333333	11.1
3027	12.6	14.55666667	12.6
3030	13.9	14.945	14.7
3033	12.3	14.63666667	12.7
3036	10.6	12.48166667	9.6
3039	10.5	10.82333333	8
3042	10.2	9.891666667	8
3045	12.6	10.99166667	9.2
3048	14.2	12.05666667	12
3051	13.9	14.35833333	16.1
3054	12.9	13.29166667	15.1
3057	12.6	12.99333333	13.2
3060	12.3	12.78833333	12.2
3063	11.4	11.47166667	11.3
3066	10.4	10.71166667	10.1
3069	10.4	9.416666667	10.5
3072	9.6	11.81666667	14.1
3075	14.2	12.62166667	15.8
3078	13.8	15.93166667	15
3081	11.4	15.57	13.2
3084	9.4	11.65666667	9.9
3087	8.1	9.583333333	8.5
3090	7.9	8.573333333	7.2
3093	7.4	7.025	7
3096	8.6	10.15	11.8
3099	10.4	10.85333333	15.9
3102	9.9	12.74333333	16.5
3105	11.2	13.37833333	13.6
3108	7.4	12.475	10.5
3111	4.8	8.983333333	11
3114	1.6	7.35	11.2
3117	1.5	4.591666667	11.3
3120	9.8	8.448333333	10.5
3123	12.8	11.73666667	14.2
3126	14.3	16.08	15.9
3129	11.9	14.56166667	13.5
3132	7.2	11.11166667	8.6
3135	5.4	7.32	7
3138	8.5	6.258333333	5.6
3141	9.2	6.418333333	8.3
3144	9.9	9.746666667	14.5
3147	10.9	11.82166667	20
3150	11.3	13.00666667	21
3153	10.9	13.69333333	18
3156	8	11.75166667	13.6
3159	4.7	8.71	10.7
3162	2.9	7.488333333	9.4
3165	6.4	5.523333333	11.1
3168	10.5	7.885	17
3171	11.9	12.61666667	21.3
3174	11.9	11.79166667	21.5
3177	12.9	12.96	19.1
3180	10.7	11.92666667	12.9
3183	8.4	9.753333333	10.5
3186	6.8	8.34	8
3189	6.6	6.906666667	10.4
3192	10	9.518333333	17.8
3195	10.4	11.19666667	21.3
3198	10.9	13.68333333	22
3201	10.6	14.56833333	19.2
3204	8.4	11.99166667	13.6
3207	7.9	8.771666667	8
3210	8.2	8.371666667	9.4
3213	8.2	8.101666667	10.2
3216	9.4	9.866666667	9.9
3219	11.8	11.635	11.7
3222	11.2	14.47	11.1
3225	9	12.92333333	9
3228	7.8	9.776666667	6
3231	7.7	8.66	4
3234	7.6	8.126666667	4.7
3237	6.1	7.84	6.6
3240	8.2	10.025	9.5
3243	8.1	10.18833333	10.7
3246	6.7	9.463333333	10.2
3249	7.1	10.82666667	6.7
3252	6.6	9.375	5.5
3255	6	7.613333333	3.6
3258	5.4	6.426666667	1.1
3261	5.8	5.938333333	5.8
3264	7.9	7.7	9.2
3267	8.5	8.398333333	10.5
3270	11.2	11.99166667	11.6
3273	8.6	11.26	9.8
3276	6.1	10.21166667	6.5
3279	6.2	7.43	3.9
3282	4.2	6.59	1.8
3285	6.6	6.123333333	5.4
3288	9.2	10.38	9.9
3291	11.4	12.05833333	11.8
3294	13.6	14.675	12.4
3297	13.6	15.70166667	10.4
3300	9	13.88	8.3
3303	7	10.335	6.2
3306	6.8	8.601666667	4.4
3309	7.9	8.386666667	8.6
3312	11.1	11.565	12.8
3315	13.9	14.68166667	14.7
3318	14.1	15.54833333	14.1
3321	13.7	15.78833333	11.3
3324	12.7	14.40333333	8.1
3327	12.5	13.79	6.9
3330	11.8	13.10333333	6.4
3333	11.3	12.54	11
3336	12.1	12.75333333	14.7
3339	13.4	14.73	16.5
3342	14.5	17.385	15.1
3345	13.6	15.91	14
3348	9.9	14.75	12
3351	6.7	10.55833333	11.7
3354	5.4	8.631666667	11.2
3357	7.5	9.048333333	11.5
3360	10.9	12.27	13.5
3363	13.9	16.35	11.7
3366	15.2	19.27333333	10.2
3369	14.2	17.21	11.9
3372	13.3	14.85	9.1
3375	12.2	13.81333333	6.1
3378	10.2	12.575	5
3381	8.6	9.365	8.5
3384	10.1	10.61333333	12
3387	12.2	12.705	9.5
3390	13.1	13.46	13
3393	11.1	14.01833333	9.3
3396	9.5	12.06666667	6.1
3399	9	10.965	5.8
3402	8.9	10.415	5
3405	8.9	9.926666667	7.9
3408	11.7	11.04	11.7
3411	13.1	14.62666667	14.2
3414	13.9	15.16333333	12.6
3417	12.1	14.12833333	12.1
3420	11.2	12.88833333	9
3423	10	11.395	8.3
3426	9.5	10.73666667	5
3429	9.6	10.20333333	7.8
3432	10.4	10.86166667	14.4
3435	12.2	12.24166667	16
3438	13.8	15.015	14
3441	11.1	14.75333333	12.2
3444	9.4	12.58833333	8.4
3447	8.6	10.88333333	6.5
3450	7.9	10.665	4.9
3453	7.7	9.615	7.7
3456	8.4	9.513333333	14.6
3459	8.6	9.47	15.4
3462	9.1	9.9	12.6
3465	11.1	12.99	13
3468	9.2	12.78	10.3
3471	7.1	10.01	9.2
3474	6.4	8.301666667	8.9
3477	6.3	7.686666667	9.6
3480	9.1	10.29833333	10.2
3483	11.2	12.025	10.3
3486	11.2	12.10666667	10.4
3489	9.1	13.105	10.3
3492	6.9	10.33	9.6
3495	6.1	9.231666667	9.8
3498	5.7	7.881666667	9.5
3501	6.1	7.213333333	10.1
3504	8.7	9.558333333	12.3
3507	9.8	12.255	14.5
3510	11.5	12.99	15.1
3513	8	12.29	11.2
3516	6.9	10.92	9.3
3519	5.2	8.208333333	6.6
3522	4	6.823333333	5.3
3525	5.3	6.008333333	8.1
3528	8.8	8.128333333	11.2
3531	10.3	12.78333333	14.6
3534	11.6	12.05166667	14.1
3537	9.1	11.43166667	10.5
3540	9.8	9.776666667	10.2
3543	11.9	10.97166667	9.4
3546	8	10.15	9.9
3549	6.7	8.256666667	9.6
3552	7.6	9.003333333	11
3555	9.4	11.04	14.8
3558	10.7	10.795	13.8
3561	9.6	13.95166667	11.6
3564	7	12.01333333	10.8
3567	5.1	7.266666667	11
3570	4.5	5.726666667	11.6
3573	6	5.423333333	12.7
3576	8.9	8.09	13
3579	9.1	9.351666667	14.4
3582	10	9.49	14.5
3585	8.9	11.92333333	12.7
3588	7.6	10.77333333	12
3591	6.2	7.721666667	11.2
3594	5.4	6.408333333	11.3
3597	7.3	6.253333333	12.5
3600	8.3	8.711666667	16.8
3603	12.2	11.345	19.1
3606	11.6	14.2	19.3
3609	11.1	15.35333333	15.8
3612	8.6	12.56	13
3615	6.6	9.531666667	11.8
3618	5.7	7.798333333	10.3
3621	6.9	6.718333333	10.2
3624	11.2	12.13833333	13.2
3627	13.1	15.475	13
3630	13.7	17.27833333	11.8
3633	14.1	17.05333333	8.7
3636	12.6	15.43166667	7.9
3639	10	13.21666667	6.6
3642	9	10.78166667	6.5
3645	9.2	10.65	8.6
3648	12.1	11.12666667	11.3
3651	14.2	14.60166667	12.9
3654	15.3	16.00166667	11.5
3657	14.4	18.13333333	10.3
3660	12.5	15.06833333	8.5
3663	11.7	13.14	7.8
3666	10.1	11.84666667	6.8
3669	10.2	10.59166667	8.8
3672	11.4	10.51166667	11.7
3675	13.6	14.59333333	12.1
3678	13.7	16.05333333	12.4
3681	12.2	16.22833333	9.9
3684	9.4	12.99333333	7.9
3687	8.5	9.645	6.5
3690	8	8.946666667	5.4
3693	9.1	9.083333333	8
3696	11.2	10.085	12.7
3699	10.3	11.685	15.1
3702	13.4	13.53666667	17
3705	12.5	14.63166667	15
3708	9.1	13.16833333	12.2
3711	7.3	10.13	10.1
3714	5.9	8.316666667	8.9
3717	6.8	7.996666667	9.4
3720	11.4	12.59833333	10.1
3723	11.4	13.36333333	11.2
3726	14.3	15.15666667	12.3
3729	13.4	15.77	10.6
3732	9.4	14.47333333	8.9
3735	6.2	9.465	5.7
3738	3.2	8.315	5.9
3741	5	7.87	9.7
3744	10	10.875	10.5
3747	12.4	12.36833333	13.5
3750	14.3	15.585	14.9
3753	14.6	16.93166667	13.5
3756	9.8	13.80833333	11
3759	5.8	10.03333333	10.4
3762	3	8.895	13.5
3765	6.3	9.148333333	14.7
3768	12	12.00666667	11.8
3771	14.7	17.34833333	12.1
3774	16.4	18.88	13
3777	16.3	20.85833333	11.5
3780	12.6	18.485	8.2
3783	8.3	13.11666667	5.9
3786	5.6	9.858333333	6.4
3789	6.6	9.158333333	8.4
3792	13.3	12.49	10.7
3795	16	17.10333333	12.1
3798	18.1	20.55	10.8
3801	18.3	21.00666667	9.2
3804	14.1	19.53	7.1
3807	9.4	13.62833333	5.3
3810	16.1	20.46666667	15.2
3813	13.6	18.435	11.5
3816	12.1	15.87166667	10.1
3819	11.2	13.775	9.5
3822	9.9	11.96333333	8.6
3825	11.8	11.50333333	13.1
3828	17	14.32333333	16
3831	15.9	17.02166667	14.9
3834	14.5	15.47833333	15.2
3837	12.1	13.91666667	13.5
3840	10.8	11.725	12.7
3843	9.5	10.83666667	12.6
3846	9	9.441666667	14
3849	11.3	10.335	15.1
3852	13.9	13.79	19.1
3855	12.2	14.205	18.9
3858	12	13.16166667	17.1
3861	10.1	12.24666667	14.1
3864	7	10.51	13.7
3867	6.2	9.183333333	14.1
3870	7.4	8.591666667	15
3873	11.2	10.45	17.5
3876	13.1	12.94166667	21.3
3879	15.2	16.50666667	23.4
3882	15.6	18.105	19.7
3885	11.4	15.90333333	16.2
3888	9.6	11.94333333	13.2
3891	8.5	10.37333333	13.5
3894	9.4	10.62166667	14.5
3897	13.4	12.12666667	19.5
3900	16.7	19.16333333	22.2
3903	17.4	22.07666667	20.8
3906	17.8	21.87166667	19.6
3909	15.6	20.94	15.6
3912	13.2	16.33833333	13.9
3915	12	14.305	13.1
3918	12.3	13.39	13.8
3921	13.4	14.56833333	17.8
3924	15.7	17.2	17.1
3927	17.4	19.45666667	18.5
3930	17.8	19.02	16.4
3933	16.3	17.69333333	14.1
3936	14.8	15.915	11.8
3939	13.8	14.72666667	10.7
3942	13.8	14.49333333	10.9
3945	14.6	14.36666667	11.5
3948	16.6	17.28166667	12.1
3951	14.3	16.33333333	12.7
3954	13.5	17.52166667	11.6
3957	10.9	14.89333333	10.1
3960	9.9	11.89333333	8.6
3963	9.6	11.31833333	5.8
3966	10	10.54666667	8.6
3969	11.9	12.48833333	13.3
3972	13.9	15.445	16.2
3975	16.4	17.16166667	17.1
3978	15.4	18.755	14
3981	10.4	15.65166667	11
3984	10.2	12.41166667	9.8
3987	10.3	12.03833333	8.6
3990	10.2	11.785	11.9
3993	12.1	13.92666667	15.3
3996	13.6	18.555	16.7
3999	15.1	19.81333333	17.5
4002	15.5	18.63666667	17.1
4005	15.9	18.78833333	14.1
4008	14.9	16.15666667	13
4011	14.6	15.3	10.5
4014	14.2	14.93166667	12.3
4017	15.5	15.72166667	12.6
4020	17.3	20.93833333	16.7
4023	16.3	21.20833333	15.5
4026	16.8	21.56333333	15.2
4029	13.5	19.57833333	12.3
4032	10.6	14.355	10.3
4035	9.5	12.29833333	8.7
4038	9.2	10.955	10.1
4041	10.7	12.81166667	13.4
4044	11.8	14.565	18.6
4047	12.3	15.36333333	19.3
4050	12	14.41666667	18.8
4053	10	12.67666667	13.9
4056	9.2	10.995	11
4059	8.1	10.56333333	11
4062	9	9.833333333	11.7
4065	12.1	12.315	14
4068	13.7	14.00666667	15.2
4071	15.4	16.72	17
4074	15.8	18.81666667	15.4
4077	12.5	16.23333333	12.7
4080	8.7	11.92	11.7
4083	5.7	9.885	12.1
4086	9	9.951666667	12.7
4089	13.4	13.09666667	15.8
4092	16.6	17.885	17
4095	19.4	23.25833333	18
4098	19.4	25.06166667	16.2
4101	17	23.27166667	13.9
4104	14.4	20.12333333	11.4
4107	12.4	16.90333333	11
4110	12.9	16.27666667	10.7
4113	15.6	15.96333333	11.8
4116	18.4	20.78333333	15.3
4119	19.1	20.90166667	14
4122	18.7	20.75166667	13.5
4125	15.7	19.88166667	13
4128	13.5	17.2	13
4131	13	15.83666667	12.6
4134	13.7	14.855	13.7
4137	15.7	15.375	14.2
4140	16.5	16.655	19.6
4143	18.9	17.58666667	19.6
4146	16.4	19.84833333	18
4149	16.3	17.26166667	14.7
4152	14.5	15.62166667	13.7
4155	15	14.885	11.5
4158	13.9	14.74166667	13
4161	16.1	15.35333333	17.1
4164	18.2	19.04	18.3
4167	18.7	21.4	21.2
4170	17.3	22.01166667	21
4173	13.9	19.87	18
4176	12.5	15.09666667	16.7
4179	12	13.88666667	15.4
4182	12.4	13.31166667	15.7
4185	16	14.82333333	14.9
4188	17.2	18.32166667	18.7
4191	17	18.37666667	22.1
4194	16.9	17.94166667	21.2
4197	14.8	16.47333333	18.8
4200	14.4	14.56333333	16.7
4203	14	14.19166667	16.2
4206	13.6	14.215	17.5
4209	15.1	16.19	20.1
4212	16.4	17.70666667	23.8
4215	16.5	18.95333333	24.2
4218	15.1	18.93333333	21.4
4221	13.8	16.01333333	18.7
4224	13	13.95666667	16.1
4227	12.1	13.16833333	15.2
4230	12.8	12.825	16
4233	15.8	14.03666667	18.1
4236	17.5	18.67166667	16.2
4239	19.1	19.27333333	18
4242	17.4	20.245	18.7
4245	16	16.13333333	17.1
4248	16.7	16.56333333	16.2
4251	17	16.18666667	16.1
4254	18.5	16.79666667	15.8
4257	20.1	19.33666667	17.1
4260	21	20.545	17.9
4263	23.4	23.81333333	14.8
4266	23.6	24.345	13.6
4269	20.4	22.64166667	11.5
4272	18.9	20.51166667	9.8
4275	15.4	18.95833333	9.6
4278	15.4	17.37833333	11.2
4281	18.8	19.79166667	12.8
4284	20.3	22.11166667	14.4
4287	20.3	23.51666667	14
4290	21.8	24.97	13
4293	19.5	23.065	11
4296	16.7	20.085	8.4
4299	14.7	18.085	7.5
4302	14.1	16.35666667	10.3
4305	16.8	16.42166667	15.6
4308	18.1	20.92833333	17.6
4311	18.1	22.35166667	17.9
4314	16.2	20.63	16.5
4317	14.6	18.735	14.1
4320	14.1	16.26333333	11.7
4323	12.6	14.12833333	9.8
4326	13.4	13.88666667	12.8
4329	17.2	17.06833333	16.6
4332	21	20.91333333	18.8
4335	21.1	23.10666667	18.7
4338	17.5	20.685	17.9
4341	16.2	18.695	16.5
4344	15.9	16.845	14.7
4347	13.6	15.28666667	14.2
4350	14.2	14.31833333	14
4353	16.7	15.79166667	18.1
4356	18.5	18.31166667	18.4
4359	18	20.80833333	18.6
4362	17.3	20.74166667	19.1
4365	15.2	19.84166667	16.5
4368	13.6	15.34333333	15
4371	10.8	13.62666667	13
4374	12	11.62	16
4377	15.2	15.62	20.8
4380	15	18.98	23.8
4383	16.2	17.665	23.4
4386	14.9	20.25833333	21.2
4389	13.6	17.14166667	16.7
4392	11.7	15.79833333	14.6
4395	8.4	13.03666667	14.6
4398	9.8	10.725	15.3
4401	12.2	11.84833333	17.6
4404	14.5	13.16333333	18.9
4407	19.6	16.13666667	16.7
4410	18.9	21.39666667	17.2
4413	15.1	17.52	12.9
4416	14.2	15.575	10.3
4419	13.6	14.48833333	8.4
4422	13.4	14.13666667	10.9
4425	14.6	15.65	14.4
4428	14.7	16.555	16
4431	13.8	16.515	16
4434	13.5	16.3	14.2
4437	12.7	14.975	11.7
4440	12.8	13.615	9.8
4443	12.8	13.44666667	10.1
4446	12.1	12.67	12
4449	13.4	13.02	15.1
4452	15.2	15.31333333	15
4455	15	16.87666667	16.3
4458	14.2	17.86666667	16.3
4461	11.6	15.48333333	12.4
4464	9.2	13.39	12.2
4467	6.9	11.745	11.5
4470	8.1	10.80666667	13.1
4473	13.3	14.96166667	14.2
4476	15.3	16.56333333	15.1
4479	16.4	17.56166667	15.6
4482	14.6	17.05166667	16
4485	14.9	15.67333333	16.8
4488	15.6	15.35	16.7
4491	15.2	15.65166667	16.4
4494	15.1	15.07833333	16.8
4497	15.3	15.45166667	20.6
4500	17.9	16.18333333	20.4
4503	19.5	19.18833333	21.5
4506	17.8	19.84333333	18.5
4509	16	18.3	16.6
4512	13.2	15.11666667	14.8
4515	11.8	12.85	13.8
4518	12.8	12.75666667	13.7
4521	14.7	14.84333333	16.2
4524	15.1	15.76666667	18
4527	15.1	15.61666667	18
4530	15.1	15.53833333	16
4533	14.7	15.38	14
4536	13.9	14.185	13.5
4539	13.3	13.54	13.1
4542	11.8	12.31333333	14
4545	14.2	13.77666667	16.6
4548	15.3	17.295	17.6
4551	16.2	18.52	16.7
4554	15.5	19.18333333	17.5
4557	14.3	16.90833333	15.1
4560	13.2	14.925	14.6
4563	12.7	13.94	15
4566	12.8	13.29666667	15.8
4569	15.4	13.91	17.6
4572	15.8	17.81666667	19
4575	17.9	18.95166667	20.9
4578	15.6	16.95833333	18.8
4581	12.7	15.32333333	15.9
4584	10.7	14.215	14.3
4587	9.1	11.92166667	14.5
4590	9.6	11.4	14.2
4593	13	12.46166667	18.3
4596	15.5	16.85666667	19.4
4599	16.1	18.16666667	19.9
4602	15.2	17.93	14.6
4605	12.4	15.84333333	14.4
4608	7.4	13.095	15.6
4611	5.5	10.16166667	14.9
4614	7.2	10.455	15.1
4617	13.4	12.945	15.1
4620	13.8	15.38833333	14.7
4623	15.8	17.73333333	14.8
4626	16.4	18.51	15.5
4629	12.8	17.24166667	13
4632	10.1	13.40166667	9.7
4635	9.1	11.565	8
4638	9.6	10.84333333	10.6
4641	13	12.825	15.9
4644	15.7	14.92666667	16.2
4647	12.7	16.71666667	13.6
4650	13.1	12.46833333	12.5
4653	15.9	14.01166667	12.3
4656	16.2	15.76666667	11.2
4659	15.3	15.615	11.1
4662	13	14.02166667	13.8
4665	13.6	14.03833333	16.1
4668	14.6	15.31	17.6
4671	15.4	16.135	17.5
4674	13.6	16.79	14.8
4677	11.9	14.20833333	12.2
4680	10.9	12.19	10.1
4683	10.1	11.12833333	10.5
4686	10.7	10.01666667	12
4689	13.1	13.81	14.7
4692	13.5	14.24333333	14
4695	15.1	15.43666667	15
4698	14.7	15.15666667	15.8
4701	13.3	14.14666667	13.7
4704	11.3	12.43833333	13.7
4707	8.6	10.525	12.9
4710	8.8	9.128333333	13.4
4713	12.7	10.96	13.6
4716	14.8	14.52833333	16.3
4719	17.4	19.17666667	18.7
4722	15.9	21.48833333	16.5
4725	13.4	18.07	14.5
4728	11.6	14.64333333	12.9
4731	11.9	13.83666667	13
4734	10.8	12.605	15.7
4737	13.3	11.33	16.7
4740	16.5	14.95166667	19.4
4743	18.2	19.66333333	18.7
4746	15.8	20.30166667	17.5
4749	13.2	15.20833333	14.4
4752	13.7	13.635	12.5
4755	13.1	13.50166667	12.1
4758	13.2	13.24666667	13.4
4761	14	14.03833333	16.1
4764	12.9	14.44333333	18.2
4767	14.4	15.325	20.8
4770	14	16.44833333	20
4773	12	15.23	14.6
4776	11	13.675	12.2
4779	10.8	12.22833333	11
4782	11	11.95	13.2
4785	13.2	12.98666667	17.3
4788	15.3	18.31166667	20.7
4791	14.6	19.33666667	21.2
4794	14.7	17.58333333	20.7
4797	11.5	15.88	15
4800	9.6	13.25833333	11.5
4803	9.1	11.35333333	11.4
4806	9.9	9.806666667	12.4
4809	13.3	11.94333333	15.4
4812	13.6	14.15166667	17.2
4815	12.6	17.36	19.2
4818	13.9	16.2	17.6
4821	11.8	15.685	13.9
4824	10.5	13.455	14.2
4827	9	12.18166667	13.9
4830	6.9	10.215	14.2
4833	13.4	14.79666667	14.4
4836	15.4	14.765	15.9
4839	14.6	16.43166667	15.7
4842	13.9	16.08166667	13.8
4845	11.5	13.54166667	12.1
4848	8.5	11.82666667	11.1
4851	7.3	10.29833333	11
4854	8.2	9.61	12
4857	13	13.01166667	13.3
4860	14.1	14.16166667	16.7
4863	15.2	17.63	15.2
4866	15.2	18.27666667	13.5
4869	12.7	16.41666667	11.6
4872	11.5	13.27666667	11.6
4875	11.3	11.56	11.4
4878	11.3	11.39	11.7
4881	12.4	11.93833333	15.7
4884	12.8	12.725	18.5
4887	12.1	12.85166667	17.6
4890	12.7	12.77333333	16.7
4893	12.4	12.97833333	15.3
4896	12.3	13.08666667	15
4899	12.2	12.64166667	14.5
4902	12.1	12.67833333	14.5
4905	13.6	13.855	15.8
4908	15	14.92333333	17.6
4911	16.5	18.00166667	15.9
4914	13.6	16.73666667	15.6
4917	12.3	14.48	14.9
4920	11.1	12.41666667	14.7
4923	10.6	11.45833333	14.8
4926	10.2	10.455	15.8
4929	12.2	11.705	17.3
4932	14.4	14.90333333	18.6
4935	12.9	15.635	18.9
4938	12.5	15.93333333	17.2
4941	10.2	13.22166667	15.7
4944	10	10.96666667	14.8
4947	9.6	10.47	13.1
4950	9.9	9.933333333	13.5
4953	10.9	11.88833333	16
4956	13.5	14.45666667	16.9
4959	12.9	13.435	16.8
4962	12.6	13.82666667	15.5
4965	10.8	13.03	13.8
4968	8.7	11.03666667	12.7
4971	8.7	10.19	12.2
4974	9.4	9.946666667	13
4977	12.7	12.605	14.3
4980	14.9	15.44	16.8
4983	14.3	17.76166667	17
4986	13.5	17.35166667	15.7
4989	12.7	15.07833333	15
4992	11.5	12.83666667	15
4995	10.8	11.87	15.5
4998	11	10.995	15.7
5001	13.6	12.345	17.4
5004	13	14.23166667	17.8
5007	12.4	14.045	16
5010	13.7	14.26166667	14.8
5013	11.5	15.68666667	13.9
5016	10	12.035	14.6
5019	9.1	9.97	15
5022	9.2	9.518333333	15.4
5025	13.4	12.78333333	17.5
5028	12	16.42666667	19.8
5031	15.1	16.51	20.6
5034	15.1	19.80833333	19.2
5037	13.2	17.25	17
5040	11.5	13.56833333	15.5
5043	10.8	12.48666667	14.6
5046	11.2	11.415	16.1
5049	13.6	13.015	17.8
5052	15.8	15.04166667	21.3
5055	17.2	16.94666667	22.5
5058	16.1	17.215	20.2
5061	13	15.13666667	16.3
5064	14.6	14.065	13.8
5067	16.1	15.25333333	13.1
5070	13.3	13.8	13.6
5073	14.7	13.89666667	16
5076	17.5	15.965	20.5
5079	17.8	18.565	23.1
5082	16.3	17.405	21.1
5085	13.8	14.86333333	17.7
5088	12.4	12.48666667	16
5091	13.1	12.79833333	15.5
5094	13.5	13.37833333	15.8
5097	13.6	13.605	19.1
5100	16.4	14.56833333	18.6
5103	16.7	16.20833333	20.8
5106	15.4	18.64	18.8
5109	13	15.30666667	16.1
5112	12.1	12.7	14
5115	11.5	11.96666667	14.8
5118	11.3	11.41833333	17.6
5121	12.6	12.07666667	19
5124	15.3	13.60833333	19
5127	17.4	15.965	19
5130	15.2	17.39833333	17.4
5133	12.7	14.61833333	16.3
5136	11.5	12.81833333	15.6
5139	9.5	11.82666667	15.3
5142	10	10.86833333	15
5145	13.1	13.44333333	16.2
5148	15.9	16.59333333	16.4
5151	16.6	18.56833333	16.1
5154	15.1	18.475	15.2
5157	11.6	15.25666667	13.8
5160	8.5	13.01333333	12.7
5163	7.3	11.555	10.6
5166	7.9	10.655	11.9
5169	14.3	12.14833333	16.3
5172	16.3	17.68666667	15.9
5175	17.2	19.46666667	22.1
5178	16	18.8	18.5
5181	11.9	15.98833333	16.3
5184	7.9	13.68833333	16.5
5187	6.7	11.08666667	16.6
5190	8.6	9.8	16.8
5193	13.7	12.38	18.2
5196	15.3	16.24833333	17.2
5199	15.3	16.32	15.8
5202	13.3	14.98166667	15.7
5205	13.5	13.59333333	13
5208	14	13.79666667	11.2
5211	13.8	14.02	10.1
5214	13.7	13.395	11.4
5217	15	14.18	14.7
5220	16.5	16.605	18.2
5223	17.9	18.84333333	17.5
5226	17	19.59333333	16.4
5229	15.4	17.79833333	13.4
5232	14.8	15.405	12.4
5235	13.9	14.61333333	10.3
5238	13.6	14.035	12.6
5241	13.9	14.78	16.9
5244	16.6	15.07666667	18.6
5247	15.9	18.55	18.5
5250	14.5	16.94166667	17.6
5253	12.3	15.26333333	14.7
5256	12.6	13.87166667	14.4
5259	11.7	12.74333333	14.1
5262	11.8	12.65333333	16.5
5265	13.1	13.64	18.9
5268	14.4	15.605	21
5271	15.9	17.07166667	19
5274	14.4	17.04333333	16.3
5277	13.1	15.90833333	13.6
5280	12.1	14.265	11.5
5283	11.9	13.76833333	10.8
5286	10	12.49666667	12.1
5289	14.4	13.71833333	15.2
5292	15.4	17.27833333	18
5295	15.9	19.02666667	17.1
5298	17.2	19.725	14.6
5301	13.3	17.67333333	11.7
5304	10.3	13.29166667	10.5
5307	7.1	11.35666667	10.2
5310	5.9	9.606666667	11
5313	14.4	11.93666667	13.7
5316	19.3	18.405	15.6
5319	20.7	21.67166667	16.1
5322	20.1	23.645	14.3
