time	MetEireann	Belturbet	Clones
5325	14.3	20.97833333	10.3
5328	10.8	15.94333333	7.3
5331	10.9	15.025	5.8
5334	11.9	14.27833333	7
5337	13.5	15.14333333	15.4
5340	14.3	15.03833333	17.7
5343	15.1	16.90166667	17.8
5346	13.8	16.57833333	15
5349	10.7	15.78833333	13.1
5352	10.2	13.61333333	12
5355	8.7	12.34333333	11.7
5358	9.2	11.14333333	12.4
5361	12	12.88166667	15.1
5364	14	16.36	17.7
5367	14.7	17.085	18.7
5370	13.8	17.715	16
5373	12.7	15.82166667	13.3
5376	10	13.665	13.7
5379	8.6	11.14333333	13.1
5382	9	11.905	11
5385	15.3	12.33333333	15.6
5388	16.2	17.92666667	16.1
5391	17.3	19.12166667	14.5
5394	16.9	19.07166667	14
5397	14.2	16.95166667	11.5
5400	13.4	15.42166667	10.9
5403	13	14.54	9
5406	12.6	13.80833333	10.1
5409	14.8	14.83333333	14.6
5412	17.6	18.86	15.1
5415	16.1	20.85666667	12.5
5418	16.5	18.87333333	12.1
5421	15	17.95333333	15.6
5424	13.4	15.89666667	14.5
5427	12.2	15.55666667	11.3
5430	10.6	14.59	11.7
5433	16.9	15.07	14.1
5436	19.9	20.84333333	14.1
5439	21.3	23.725	15
5442	20.6	25.495	12.7
5445	15.3	22.37333333	10.3
5448	11.6	17.02	7.9
5451	13.6	15.09	8.6
5454	13.9	14.59833333	9.6
5457	15.1	14.97166667	11.2
5460	17.1	16.51833333	12
5463	17.7	18.60666667	11
5466	16.8	22.11	10.9
5469	14.3	18.00833333	9.2
5472	12.9	15.645	9
5475	13.1	13.90333333	8.5
5478	13.5	13.83166667	11.1
5481	15.8	14.90333333	13.7
5484	18.3	17.2	15.6
5487	18.9	19.63833333	15
5490	17.6	20.88333333	12.6
5493	16.4	18.18666667	11.8
5496	16.2	16.76833333	11
5499	14.8	15.39833333	10.4
5502	14.7	15.08833333	11.2
5505	16	15.02166667	14.7
5508	18.9	17.76333333	16.1
5511	18.4	19.925	16
5514	16.1	18	14.7
5517	14.4	16.48333333	14.5
5520	12.2	13.785	12.6
5523	12.5	12.34333333	10.5
5526	12.4	12.76	11.1
5529	14.3	13.70666667	14.7
5532	16.9	16.77166667	14
5535	16	19.5	14.2
5538	15.6	17.74333333	13
5541	14.2	16.03	12.5
5544	13.1	14.88166667	12.1
5547	12.7	13.53666667	11.6
5550	12.6	12.91	12.2
5553	13	13.25166667	14
5556	14.2	14.59166667	14.2
5559	13.9	16.44333333	15.4
5562	13.1	15.23166667	12.7
5565	12.7	14.13666667	11.5
5568	12.1	13.055	11
5571	11.7	12.42833333	12.6
5574	10.9	11.72666667	12.8
5577	13.2	12.795	15.4
5580	15.6	16.35666667	15.8
5583	15.6	17.74833333	14.2
5586	14.6	19.075	13
5589	10.4	16.125	10.7
5592	9.2	12.245	10.4
5595	6.9	9.841666667	8.1
5598	7.5	8.945	9.7
5601	12.3	9.275	12.7
5604	14.9	13.77333333	15.7
5607	15.5	16.54166667	12.3
5610	13.8	14.555	12.9
5613	12.2	13.97	9.5
5616	10.7	11.72666667	8.4
5619	11.4	11.35333333	8.4
5622	10.9	11.53	8.7
5625	12.4	12.42	13
5628	14.7	14.83333333	14.6
5631	16.8	17.425	13.6
5634	13.8	16.46333333	11.8
5637	12.1	13.59	9.8
5640	10.6	11.91833333	8
5643	10.5	10.92833333	7.6
5646	11.1	10.61333333	9
5649	13.2	11.52666667	13.1
5652	15.2	15.215	15.2
5655	13.4	16.19166667	15.6
5658	15.6	16.96833333	13.1
5661	12.6	14.71166667	9.4
5664	12.1	12.4	7.6
5667	11.1	12.11166667	5.6
5670	10.4	11.53666667	5.8
5673	12.9	11.83	14
5676	13.1	15.20333333	17.2
5679	16.8	17.05	16.8
5682	14.9	17.305	14.6
5685	13.5	14.25333333	14.3
5688	12.9	13.58833333	13.6
5691	12.5	12.73833333	14.1
5694	12.3	12.57166667	13.7
5697	13.8	13.33166667	16.2
5700	16.5	15.72666667	14.9
5703	16	18.35833333	15.3
5706	15.9	18.55833333	13
5709	13	16.77833333	12.6
5712	10.9	13.41833333	12.5
5715	9.5	12.33	12.6
5718	10.8	11.62	11.7
5721	13.1	13.06	12.1
5724	15.5	16.43	12.6
5727	16.2	18.98333333	12.9
5730	13.9	17.35666667	11.9
5733	12.8	14.87	9.8
5736	11.9	13.90833333	9.2
5739	11.3	12.84666667	9
5742	10.7	12.295	9.8
5745	12.8	12.04	12.4
5748	14.8	15.07833333	14.4
5751	15.1	15.57333333	16.5
5754	13.8	14.77166667	14.7
5757	11.6	12.795	13.4
5760	10.7	11.505	10.6
5763	10.6	11.08166667	8.7
5766	9.3	10.615	9.5
5769	12.8	11.73666667	13.6
5772	11.4	13.87166667	14
5775	13.4	15.26	14.6
5778	11.6	14.37666667	12.5
5781	10.1	12.19666667	9.4
5784	8.9	11.76	9.1
5787	9.2	10.11	9.1
5790	9.4	10.22	9.6
5793	11.1	10.79833333	13.1
5796	13	13.17833333	14
5799	12.3	13.83166667	13.9
5802	11	12.00166667	13
5805	9.9	11.755	11.3
5808	9.4	10.645	10.7
5811	8.7	9.691666667	9.9
5814	9.2	9.47	10.2
5817	10.2	10.1	13.7
5820	11.6	11.95	16
5823	13.3	13.67166667	14.5
5826	12.2	13.24666667	13.7
5829	11.6	12.145	13.5
5832	11.3	11.56333333	12.9
5835	11.1	11.285	11.7
5838	10.1	10.21666667	10.8
5841	11.8	11.13833333	13.1
5844	13.8	12.64833333	15.1
5847	14.1	14.04	16.3
5850	12.8	14.225	12.9
5853	11.5	12.84833333	11.7
5856	10.9	11.54833333	11
5859	10.3	10.785	9.8
5862	10	10.215	10.5
5865	11.4	10.475	15.8
5868	13.7	12.80833333	17
5871	14.6	14.5	18.6
5874	13	14.98333333	15.6
5877	9.4	12.13333333	13.4
5880	10.3	10.91333333	12.6
5883	9.8	10.64166667	11.6
5886	10.4	10.81833333	11.6
5889	12.1	11.72666667	13.7
5892	13.6	13.63333333	16.3
5895	14.6	15.77333333	16.7
5898	14.1	16.37	14.7
5901	12.1	13.69	13.1
5904	10.9	12.06166667	11.7
5907	10.2	11.56	11.2
5910	10.1	11.32666667	10.5
5913	11.6	11.85166667	10.7
5916	12.3	13.55833333	11.2
5919	13.4	15.25	12.1
5922	13	15.03833333	11
5925	11.8	13.76	10.1
5928	11.3	12.54166667	8.6
5931	11	11.80333333	7.5
5934	10.6	11.31333333	8.5
5937	13.3	11.33666667	12.6
5940	16.7	15.43	14.1
5943	18.7	19.47666667	13.9
5946	16.4	20.34	11.3
5949	11.4	14.51333333	8.7
5952	9.4	11.83666667	7
5955	7.8	10.24833333	5.9
5958	9.6	9.181666667	7.8
5961	14	11.07333333	12
5964	15.5	15.685	13.4
5967	16.1	16.72833333	13.5
5970	13.8	15.81	11.9
5973	11.3	12.775	10.2
5976	13.3	12.18166667	9.4
5979	13.1	13.335	9.2
5982	12	12.855	8.1
5985	15.1	12.95833333	12.1
5988	17.3	17.05833333	13.6
5991	18.2	18.15	13.8
5994	15.9	17.86333333	10.8
5997	14.3	15.27333333	8.8
6000	13.6	14.06166667	7.4
6003	12.5	13.665	5.7
6006	12.3	12.70666667	5.4
6009	14.1	13.135	12.1
6012	16	15.28333333	15.9
6015	14.7	16.145	16.8
6018	13.6	14.54666667	14
6021	14.1	13.73333333	12.4
6024	13	13.505	12.5
6027	12.7	13.47333333	12.1
6030	10.9	12.52833333	12.2
6033	11	11.485	14.6
6036	12.8	13.37666667	17.1
6039	13.8	15.04833333	16.9
6042	12	14.94833333	14.9
6045	10.2	12.22666667	13.4
6048	9.2	10.41333333	11.7
6051	7.8	9.753333333	10.5
6054	6.1	8.62	10.9
6057	12.2	9.12	11.6
6060	14.5	14.18333333	13
6063	13.3	14.725	13
6066	13.2	13.70333333	11
6069	12	12.84333333	10.2
6072	10.3	11.555	9
6075	10.9	10.81166667	8.8
6078	10.2	9.565	7.2
6081	12.1	10.40666667	12.6
6084	14	13.325	15.6
6087	13.6	14.77666667	16.2
6090	11.8	14.27666667	13.3
6093	11.4	12.52833333	9.6
6096	10.6	11.15166667	7
6099	10.1	10.52166667	8.1
6102	9.1	9.815	12.3
6105	12.3	10.57666667	16.8
6108	13.2	13.65333333	18.2
6111	14.9	15.26666667	17.7
6114	12.6	15.13	14.1
6117	8.7	12.19	12.9
6120	7.6	10.04166667	10.5
6123	4.1	8.121666667	8.4
6126	2.9	6.203333333	8
6129	6.7	6.365	12.7
6132	12.6	12.49333333	14.5
6135	15.6	14.92666667	14.1
6138	12.5	17.07	11.2
6141	8.8	14.77333333	9.1
6144	8.1	11.52166667	7.7
6147	9.5	10.71666667	6.8
6150	8.6	10.45666667	6.3
6153	11	10.73	13.2
6156	12.5	12.81	15.6
6159	14.3	14.575	14.4
6162	14.1	16.205	12.8
6165	12.3	13.97833333	12
6168	11.1	12.425	12.1
6171	10.8	11.855	14.5
6174	10.5	11.19	14.9
6177	12.5	11.63666667	17.8
6180	15	14.20833333	19.1
6183	16.6	16.32333333	17.2
6186	15.1	17.01	13.9
6189	11	13.965	12
6192	9.2	11.33	10.4
6195	9	10.70666667	8.8
6198	7.1	9.143333333	8.6
6201	10.2	9.336666667	13.2
6204	14.1	12.50666667	14.5
6207	15.4	16.015	15.5
6210	14.4	15.89333333	13.2
6213	12.8	13.98	13.7
6216	12.9	13.115	15.1
6219	12.4	12.61333333	15.5
6222	11.4	11.76166667	12.5
6225	13.5	11.79	14.7
6228	13.4	13.975	17
6231	13.8	13.70166667	14.2
6234	13.7	13.58333333	13.4
6237	13.7	13.46166667	13.2
6240	13.4	13.59666667	12.5
6243	9.8	11.42	13.2
6246	9.7	10.5	13.2
6249	10.9	10.55333333	15
6252	13.9	13.45833333	15.4
6255	11.4	14.715	13.8
6258	12.1	15.26	12.9
6261	9.6	11.75833333	11.9
6264	8.5	10.15	11.8
6267	8.1	9.386666667	11.4
6270	7	8.85	11
6273	9.9	8.876666667	11.2
6276	13.1	12.77833333	12.3
6279	13.3	14.61166667	13.2
6282	11.8	15.095	9.4
6285	7.7	11.96666667	6.4
6288	7.7	9.595	8.5
6291	8.5	9.14	10.5
6294	9.8	9.356666667	12.2
6297	12.8	10.58333333	16.3
6300	13.7	13.9	16.5
6303	15.4	15.71666667	18.6
6306	12.1	14.98666667	15.6
6309	9.6	11.79	14.9
6312	9.4	10.38166667	13
6315	8.4	8.815	12.3
6318	7.7	7.768333333	13.2
6321	10.4	8.156666667	17.3
6324	12.9	12.01666667	19
6327	12.8	14.40666667	19
6330	10	13.38	15.2
6333	9.2	10.68833333	13.5
6336	8.4	9.77	13.1
6339	8.7	8.231666667	13.2
6342	6.9	7.883333333	14.5
6345	9.4	7.968333333	15.1
6348	13.4	12.70833333	15.4
6351	13.2	13.93166667	14.8
6354	12.9	14.03	13.1
6357	11.5	12.87833333	11.2
6360	11.4	11.97166667	10.5
6363	11	11.87	11.2
6366	11	11.37	14
6369	13	11.435	14.5
6372	14.6	14.675	15.6
6375	15.9	16.325	15.3
6378	13.9	15.77833333	13.8
6381	9.9	12.75666667	13.5
6384	9.4	10.97166667	11.5
6387	8.4	9.703333333	10.7
6390	7.1	8.733333333	10.1
6393	13	8.175	11.3
6396	16.1	14.5	12.4
6399	16.2	17.06833333	13
6402	14.1	16.145	11.6
6405	9.6	13.35333333	11
6408	8.7	10.795	10.4
6411	7.6	8.898333333	9.6
6414	5.6	7.928333333	9.4
6417	12.7	8.41	12.4
6420	15.4	14.41333333	13.3
6423	17.5	16.86833333	13.2
6426	14.5	17.21333333	11.5
6429	10.9	13.33166667	9.5
6432	8.5	11.08166667	7.5
6435	8.1	9.621666667	5.7
6438	8.4	9.476666667	5.5
6441	12.9	9.715	12.5
6444	15.6	15.11833333	13.2
6447	17.6	17.85166667	12.6
6450	13.8	17.565	11.3
6453	10	12.905	10.6
6456	7.4	10.745	10.2
6459	4.4	8.703333333	9.5
6462	5.8	7.855	9
6465	10.2	8.083333333	9.9
6468	15.1	11.41666667	12.2
6471	16	14.51	12.5
6474	12.8	15.89666667	10.9
6477	9.4	12.36	9.9
6480	7.4	10.12	7.6
6483	4.2	8.791666667	6.3
6486	3.7	8.701666667	7
6489	6.9	7.25	10.5
6492	10.7	9.761666667	11.5
6495	17.2	14.35833333	10.9
6498	13.4	16.37333333	11.3
6501	7.6	12.61166667	11.9
6504	5.5	10.235	12
6507	5.4	8.94	11.9
6510	6.1	8.895	12.2
6513	7.7	8.07	13.9
6516	9.6	10.66833333	15.8
6519	11.8	12.92166667	14.1
6522	11	14.01666667	13
6525	9.8	12.34166667	12.7
6528	9.3	10.51833333	12.1
6531	8.7	10.33666667	12.1
6534	8.4	10.34166667	12
6537	9.1	10.03833333	12.1
6540	11.3	11.64833333	13.3
6543	11.2	13.70666667	14.2
6546	10.1	13.25333333	11.5
6549	9.1	10.86666667	11.6
6552	8.2	10.3	12.5
6555	6	9.886666667	11.1
6558	2.7	7.123333333	10.1
6561	6.1	5.59	11.1
6564	13.4	8.801666667	13.4
6567	13.2	14.16666667	11.6
6570	11.5	13.32833333	10.8
6573	10.4	10.925	8.9
6576	11.5	9.843333333	7.2
6579	11.9	10.245	7.3
6582	12.2	10.915	8.5
6585	11.6	11.18666667	11.5
6588	13.4	11.51	13.1
6591	13.9	13.63333333	12.6
6594	13.8	13.89833333	10.6
6597	15.1	13.38666667	10.7
6600	15	14.72166667	12.1
6603	14.9	14.39666667	8.3
6606	13.1	14.03833333	6.8
6609	14.1	13.01	9.6
6612	16.4	16.09666667	8.9
6615	17.6	17.99666667	9.2
6618	11.7	16.9	9.4
6621	10	10.765	8.1
6624	9.6	11.405	8.7
6627	9	10.89166667	7.4
6630	6.6	8.876666667	6.5
6633	8.4	8.18	9.4
6636	13	12.21666667	9
6639	13.6	15.10333333	9.7
6642	11.4	14.425	7.9
6645	8.7	11.545	6.4
6648	6.8	9.966666667	5.5
6651	3.7	8.188333333	5.3
6654	5.3	7.35	7
6657	8.5	7.281666667	9
6660	13	9.675	10.6
6663	15.1	14.81666667	13
6666	12.5	14.925	11.4
6669	9	11.65333333	8.7
6672	10.2	10.315	7
6675	10.6	10.31666667	5.4
6678	10.7	10.63666667	4.5
6681	13.5	10.86833333	8.9
6684	15.1	13.81166667	10.5
6687	15.4	15.78166667	9.9
6690	13.7	15.215	5.9
6693	11.8	13.36333333	5.5
6696	11.2	12.225	4.3
6699	10.2	11.41666667	2.5
6702	9.8	10.62833333	2.3
6705	11.4	10.3	8.9
6708	14.5	12.84166667	12.5
6711	14.2	15.185	10.7
6714	11.9	13.92333333	7
6717	10.5	11.56833333	5.7
6720	9.6	10.745	5.8
6723	7.9	9.796666667	6.8
6726	7.7	9.42	8.2
6729	8.1	9.158333333	9
6732	12.8	12.21333333	11.1
6735	13.8	15.42	11
6738	11.7	15.905	8
6741	7.2	12.26	7.6
6744	10.1	11.31	7.3
6747	7.9	9.871666667	8
6750	5.6	8.196666667	7.9
6753	7	6.785	8.2
6756	10.9	10.425	9
6759	12.2	12.55833333	9.6
6762	9.4	11.77	8.9
6765	5.6	8.603333333	7.9
6768	3.5	6.861666667	7.5
6771	2.3	6.163333333	7.5
6774	0.2	5.213333333	7.9
6777	2.3	4.738333333	8.5
6780	11.8	8.998333333	10.5
6783	13	12.855	10.4
6786	9.3	12.75	9.8
6789	7	9.628333333	7.2
6792	5.9	8.021666667	5.5
6795	4.1	6.346666667	6.7
6798	3.7	4.87	6.7
6801	6.1	4.063333333	10.1
6804	13	9.856666667	15.1
6807	13.3	12.45	15.3
6810	10.2	11.95666667	10.4
6813	9.7	10.49	7.3
6816	9	9.783333333	5
6819	7.8	9.111666667	4.4
6822	4.5	8.13	5
6825	7	6.841666667	8
6828	11.1	9.983333333	16.1
6831	11.1	12.65166667	15.1
6834	9.4	11.48833333	10.7
6837	6.5	9.538333333	9.6
6840	3.6	8.443333333	8
6843	1.6	6.16	8.5
6846	2.5	5.24	9.2
6849	5.7	5.416666667	10.6
6852	9.4	7.751666667	12.3
6855	11.6	11.88166667	12
6858	8.9	11.715	11.5
6861	5.5	9.765	11.2
6864	2.9	7.256666667	10.9
6867	1.4	6.035	11.6
6870	5.3	7.175	11
6873	8.6	7.616666667	11.7
6876	11.1	10.2	12.8
6879	11.1	12.42833333	12.6
6882	9.1	10.95833333	11.6
6885	8.7	9.488333333	11.8
6888	7.9	8.755	11.9
6891	7.5	8.306666667	12.1
6894	7.2	7.535	12.2
6897	7.3	7.456666667	13
6900	11.6	10.56833333	13.3
6903	10.9	12.27833333	13.8
6906	10.1	11.575	13.6
6909	9	10.31333333	12.7
6912	8.5	9.473333333	12.7
6915	8.3	9.073333333	13.1
6918	8	9.03	13.5
6921	8.9	9.295	14.2
6924	11.3	11.09333333	15.3
6927	11.3	12.75333333	15
6930	8.9	12.73166667	12.6
6933	6.7	9.955	11.2
6936	7.6	9.025	11.1
6939	7	7.888333333	8.2
6942	6.7	7.371666667	7.9
6945	7.7	6.795	12.7
6948	10.4	9.203333333	14.6
6951	11	10.85166667	14.1
6954	11.4	11.01666667	11
6957	11.3	10.50833333	10.8
6960	12.8	11.72166667	11.7
6963	13.5	12.77166667	12.2
6966	13.4	13.17833333	12.7
6969	13.5	13.17333333	13.9
6972	14.5	13.65666667	14.5
6975	13.9	14.47	14
6978	12.9	13.63166667	12.5
6981	12.6	12.67166667	12.6
6984	11	12.3	11.1
6987	10.5	10.865	8.6
6990	10.2	10.61	7.4
6993	10.7	10.09	8.6
6996	11.8	11.795	13.7
6999	11.9	12.44333333	13.9
7002	10.4	11.71833333	11.8
7005	9.9	10.77833333	11.8
7008	9.5	9.746666667	11.5
7011	9.4	9.24	11.2
7014	9.7	9.238333333	10.6
7017	10.6	8.948333333	12.7
7020	12.3	10.88166667	12.4
7023	13.1	12.83333333	11.2
7026	13.4	12.57833333	12.1
7029	12.6	12.46833333	11.6
7032	12.5	11.88	10.4
7035	8.8	11.775	10.1
7038	7.3	8.528333333	10.1
7041	6.7	8.351666667	12.1
7044	8.8	9.741666667	15
7047	10.1	10.37666667	13.4
7050	6.6	9.931666667	11.8
7053	5.8	7.133333333	11.8
7056	5.4	5.82	11.7
7059	5	4.658333333	12.2
7062	5.3	4.618333333	12.1
7065	7.6	5.431666667	13.5
7068	11.1	9.831666667	14.1
7071	10.8	10.63	13.4
7074	9.6	9.748333333	13.2
7077	9.8	9.596666667	13.7
7080	10	9.911666667	12.5
7083	10.4	10.1	11.5
7086	10.8	10.34833333	10.2
7089	11.9	11.24666667	13
7092	13.2	12.85666667	13.5
7095	12.2	12.64666667	12.9
7098	13.1	12.71	11.1
7101	13.8	13.45666667	9.9
7104	13.7	13.62166667	8.8
7107	13.6	13.47833333	8
7110	13.6	13.245	8.4
7113	12.7	12.73833333	9.4
7116	12.6	12.61166667	11.2
7119	11.3	12.075	11.2
7122	11.2	11.68833333	8.5
7125	10.3	10.8	7.6
7128	9.8	9.988333333	6.5
7131	7.2	8.776666667	4.7
7134	5.7	7.453333333	3.7
7137	6.6	7.221666667	7.5
7140	11.9	10.94166667	9
7143	12.6	13.05666667	7.6
7146	11	11.28	4
7149	10.6	10.03833333	1.5
7152	12.1	11.59666667	0.4
7155	11.3	11.40666667	0.2
7158	8.2	9.303333333	-0.7
7161	8.1	7.651666667	3.4
7164	11.4	10.46666667	7.6
7167	11.6	11.77333333	7
7170	9.1	9.861666667	3
7173	9.1	9.276666667	1.5
7176	9.5	9.581666667	0
7179	10.2	9.971666667	-0.7
7182	10.8	10.13166667	-1.1
7185	10.3	10.07833333	1.9
7188	12	11.08666667	6.8
7191	12.7	12.75	7.2
7194	13.6	13.38833333	3.3
7197	14.5	14.00666667	2.2
7200	15.1	14.755	1
7203	14.8	14.27833333	0.5
7206	14.3	13.66666667	1
7209	12.9	12.80833333	5.4
7212	13.5	13.76333333	8.9
7215	14	14.77166667	8.4
7218	10.1	13.05166667	4.2
7221	6.5	9.976666667	2.5
7224	5.1	7.746666667	0.6
7227	3.1	6.46	-1.8
7230	2.7	5.908333333	-2.6
7233	3.4	6.616666667	-2.2
7236	13.9	9.371666667	1.6
7239	12.4	12.24166667	2.5
7242	11.4	12.03333333	1.9
7245	10.9	11.04333333	1.9
7248	11.9	11.36666667	2.1
7251	10.9	11.57166667	2.3
7254	11	11.045	3.1
7257	11.7	11.16166667	5.5
7260	13	12.59	7.4
7263	14.3	13.72333333	8
7266	11.3	12.305	8.1
7269	9.1	10.21166667	7.7
7272	7.7	8.46	6.6
7275	7.4	8.021666667	6.7
7278	8.9	8.936666667	7
7281	9.3	9.086666667	8.9
7284	10.6	10.82833333	10.2
7287	11.5	11.865	8.9
7290	10.6	11.03	5.1
7293	8	9.983333333	4.9
7296	7.9	9.685	3.5
7299	8.3	8.973333333	2.6
7302	7.7	9.04	1.4
7305	8.2	8.908333333	4.2
7308	9.5	10.28666667	7.8
7311	10.8	11.43333333	8.4
7314	7.1	9.751666667	7
7317	4	7.768333333	7
7320	2.4	5.935	7.2
7323	5.8	6.065	7
7326	7.5	6.901666667	7.1
7329	10.8	8.035	7.8
7332	12.1	9.77	8.9
7335	13.1	12.96666667	9
7338	12.7	12.42833333	7.3
7341	12.5	11.99833333	6.5
7344	11.9	11.55333333	4.5
7347	11.9	11.37833333	3.9
7350	12	11.66166667	4.2
7353	12.6	11.96	5.4
7356	14.1	13.82	6.9
7359	13.2	14.49833333	7.3
7362	10.3	11.73	7.1
7365	9.1	8.736666667	7.3
7368	9.4	7.956666667	8.1
7371	9.7	8.953333333	8.2
7374	9.6	9.616666667	8.1
7377	9.6	9.498333333	8.4
7380	10.2	10.97833333	9.7
7383	10.6	11.53666667	10.8
7386	10.4	10.66	8.6
7389	9.2	9.318333333	8.4
7392	8.8	8.485	7.4
7395	8.2	7.95	7.2
7398	10.7	9.653333333	7.4
7401	12.1	11.31833333	8.6
7404	13.9	12.78333333	9.2
7407	10.1	10.50333333	9.1
7410	7.2	8.23	11.3
7413	6.7	6.761666667	12.9
7416	7.6	6.626666667	11.4
7419	9.4	8.283333333	8.3
7422	11.2	9.891666667	6.3
7425	11.9	11.77666667	6.8
7428	11.6	11.14833333	9
7431	15	13.56	7.5
7434	15.3	14.35166667	7.9
7437	14.8	14.42666667	8.9
7440	15.1	14.345	10.5
7443	14.8	14.335	11.7
7446	14.7	14.37666667	11
7449	14.6	14.32333333	11.6
7452	14.9	14.58833333	12.4
7455	14.6	14.655	11.2
7458	12.7	12.96	6.9
7461	12.2	12.35833333	5.4
7464	11.9	12.045	4.2
7467	11.3	11.73666667	4.7
7470	10.6	10.78166667	4.4
7473	11	10.70166667	6.7
7476	11.7	11.58166667	9.1
7479	12.1	12.49333333	8.1
7482	9.9	9.961666667	7.3
7485	9	8.913333333	7.1
7488	8	8.146666667	6.4
7491	7.7	7.345	6.1
7494	8.1	6.773333333	5.8
7497	10	8.806666667	7.1
7500	13.2	12.00833333	10.1
7503	10.7	11.09666667	9.2
7506	8.2	9.02	6.5
7509	6.7	6.56	4.7
7512	4.6	5.886666667	3.3
7515	4.7	4.551666667	2.5
7518	3.9	4.375	2.4
7521	3.6	3.041666667	4.5
7524	5.7	5.288333333	9
7527	7.1	6.835	8.6
7530	4.4	4.793333333	8.3
7533	4.2	4.056666667	5.9
7536	4.8	4.343333333	4.8
7539	5.4	4.621666667	5.7
7542	5.7	5.116666667	4.5
7545	6.3	5.505	6
7548	6.4	6.238333333	9
7551	7.7	6.983333333	9.2
7554	13.6	8.573333333	4.9
7557	13.9	12.76666667	3.9
7560	13.9	13.46666667	2.7
7563	13.9	13.45166667	2.1
7566	14.1	13.67666667	3.6
7569	14.1	13.71166667	6
7572	14.5	14.07333333	10.2
7575	14.5	14.03333333	9.4
7578	14.1	13.64333333	8.6
7581	14.1	13.50833333	7.8
7584	9.3	10.22666667	8.7
7587	6.5	7.573333333	8.9
7590	5.4	5.475	9.1
7593	5.7	4.941666667	10.6
7596	7.9	7.386666667	10.5
7599	7.8	7.74	9.8
7602	6.9	6.325	8.9
7605	5.6	5.336666667	8.6
7608	3.4	4.248333333	9.3
7611	2.7	3.555	10.4
7614	2.3	2.938333333	11.6
7617	4.5	3.84	11.6
7620	7.8	5.438333333	10.8
7623	11.1	10.305	10.3
7626	8.7	9.428333333	9.4
7629	7.1	7.306666667	8.5
7632	6.1	6.381666667	9.5
7635	8	6.44	10.2
7638	10	8.473333333	9.2
7641	11.1	10.15833333	9
7644	10.5	9.565	9.7
7647	9.9	9.815	8.8
7650	8.1	7.776666667	7.5
7653	8	7.818333333	6.8
7656	8.4	7.786666667	6.5
7659	7.7	7.226666667	6.4
7662	7.3	7.183333333	5.9
7665	7.5	7.433333333	5.9
7668	9.2	8.608333333	6.9
7671	7.5	8.661666667	6.5
7674	5.3	6.673333333	5.3
7677	4.1	5.353333333	5.7
7680	3.6	4.41	7.1
7683	3.5	3.625	3.6
7686	3.2	2.933333333	2.3
7689	4.2	3.085	2.8
7692	5.2	5.006666667	4.2
7695	3.9	4.71	3.2
7698	1.2	2.37	0.1
7701	1.9	1.928333333	-0.2
7704	4	3.543333333	-2.7
7707	4.2	4.478333333	-3.8
7710	2.9	2.98	-3.8
7713	1.8	2.048333333	-1.7
7716	4.4	4.611666667	4.3
7719	4.5	5.185	2.9
7722	3.8	4.216666667	1.6
7725	3.8	4.658333333	1.4
7728	2.1	4.046666667	0.6
7731	2.5	3.39	0.6
7734	3.9	4.836666667	0.6
7737	4.1	4.306666667	1.6
7740	6.7	6.721666667	6.3
7743	7.1	8.211666667	4.9
7746	3.5	5.675	1.7
7749	-0.3	3.81	0
7752	-1.5	2.623333333	-0.5
7755	-1.5	1.751666667	-1
7758	2.8	1.998333333	-0.4
7761	4.7	3.451666667	2.3
7764	6.3	5.801666667	7.1
7767	8.1	7.125	5.5
7770	9.8	8.386666667	1.6
7773	6.8	7.605	-0.4
7776	6.9	7.378333333	-1.9
7779	6.8	6.928333333	-3.2
7782	7.2	7.105	-3.8
7785	7.3	7.353333333	-3.1
7788	8	8.166666667	4.3
7791	8.4	8.801666667	4
7794	8.1	8.125	0.3
7797	8	8.24	-1.5
7800	8.5	8.346666667	-1.9
7803	9.1	8.801666667	-4.3
7806	9.1	8.885	-3.7
7809	9.5	9.035	-3.3
7812	10.1	9.75	-0.1
7815	9.7	9.931666667	1
7818	8.9	9.116666667	1
7821	9.4	9.481666667	1.2
7824	10.7	10.34166667	1.3
7827	10.2	10.25666667	1.2
7830	10.9	10.68666667	1.3
7833	10.7	10.93166667	1.2
7836	11.7	12.15166667	3.6
7839	12.3	12.37	4.1
7842	11.5	11.73	3.7
7845	11.1	11.37333333	3.2
7848	10.7	10.91666667	2.6
7851	10.1	10.23833333	2.6
7854	9.7	9.781666667	2.4
7857	10	9.696666667	4.8
7860	7	7.726666667	5.7
7863	4	5.068333333	5.6
7866	2.3	3.893333333	6.2
7869	1.8	2.75	6.4
7872	2.2	2.366666667	7.2
7875	3.1	2.47	8.5
7878	4.4	3.445	9.9
7881	5.7	5.286666667	9.9
7884	6.2	6.11	10.7
7887	7.3	7.151666667	8.2
7890	6.1	5.951666667	6.9
7893	5.9	5.858333333	5.7
7896	5.9	5.816666667	4.8
7899	6.6	5.916666667	4.9
7902	8.3	7.003333333	4.5
7905	9.2	8.293333333	4.4
7908	7.9	8.166666667	7
7911	6.1	6.733333333	9.1
7914	3.8	4.551666667	10.1
7917	3.9	3.923333333	9.6
7920	4.2	3.378333333	9.2
7923	4.6	4.046666667	9
7926	4	3.995	8.5
7929	4.9	3.928333333	8.2
7932	3.5	3.023333333	9.8
7935	3	3.636666667	9.1
7938	1.8	3.51	7.6
7941	1.1	2.613333333	7.2
7944	2.1	2.74	8.5
7947	4.4	3.371666667	10.8
7950	12.1	6.621666667	9.4
7953	12.5	11.19666667	8.4
