0.3	0.06	0.329611577
0.4	0.06	0.414619317
0.5	0.06	0.499627058
0.6	0.06	0.584634799
0.7	0.06	0.66964254
0.8	0.06	0.754650281
0.9	0.06	0.839658021
1	0.06	0.924665762
1.1	0.06	1.009673503
1.2	0.06	1.094681244
1.3	0.06	1.179688985

0.3	0.08	0.354474361
0.4	0.08	0.439482102
0.5	0.08	0.524489843
0.6	0.08	0.609497584
0.7	0.08	0.694505325
0.8	0.08	0.779513065
0.9	0.08	0.864520806
1	0.08	0.949528547
1.1	0.08	1.034536288
1.2	0.08	1.119544029
1.3	0.08	1.204551769

0.3	0.1	0.379337146
0.4	0.1	0.464344887
0.5	0.1	0.549352628
0.6	0.1	0.634360368
0.7	0.1	0.719368109
0.8	0.1	0.80437585
0.9	0.1	0.889383591
1	0.1	0.974391332
1.1	0.1	1.059399073
1.2	0.1	1.144406813
1.3	0.1	1.229414554

0.3	0.12	0.404199931
0.4	0.12	0.489207672
0.5	0.12	0.574215412
0.6	0.12	0.659223153
0.7	0.12	0.744230894
0.8	0.12	0.829238635
0.9	0.12	0.914246376
1	0.12	0.999254116
1.1	0.12	1.084261857
1.2	0.12	1.169269598
1.3	0.12	1.254277339

0.3	0.14	0.429062715
0.4	0.14	0.514070456
0.5	0.14	0.599078197
0.6	0.14	0.684085938
0.7	0.14	0.769093679
0.8	0.14	0.85410142
0.9	0.14	0.93910916
1	0.14	1.024116901
1.1	0.14	1.109124642
1.2	0.14	1.194132383
1.3	0.14	1.279140124

0.3	0.16	0.4539255
0.4	0.16	0.538933241
0.5	0.16	0.623940982
0.6	0.16	0.708948723
0.7	0.16	0.793956463
0.8	0.16	0.878964204
0.9	0.16	0.963971945
1	0.16	1.048979686
1.1	0.16	1.133987427
1.2	0.16	1.218995168
1.3	0.16	1.304002908

0.3	0.18	0.478788285
0.4	0.18	0.563796026
0.5	0.18	0.648803767
0.6	0.18	0.733811507
0.7	0.18	0.818819248
0.8	0.18	0.903826989
0.9	0.18	0.98883473
1	0.18	1.073842471
1.1	0.18	1.158850211
1.2	0.18	1.243857952
1.3	0.18	1.328865693
